set,source,n,classes,resolved,collision_graphs,collision_rate,largest_class,residual_bits,identity_bits
chem_n9,deck:max_match,14598,43,False,14589,0.9993834771886559,4717,10.70747480498541,13.833483105659585
chem_n9,deck:match_poly,14598,14531,False,134,0.009179339635566516,2,0.009179339635566518,13.833483105659585
chem_n9,deck:n_perfect_match,14598,2104,False,13763,0.9428003836141937,1929,4.890416473150361,13.833483105659585
chem_n9,deck:taus,14598,12913,False,2777,0.19023153856692698,15,0.2835421574976455,13.833483105659585
chem_n9,deck:sombor,14598,14334,False,519,0.035552815454171806,3,0.03663474363059822,13.833483105659585
chem_n9,deck:sombor_inv,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:sombor_sq,14598,6539,False,10900,0.7466776270722016,48,1.738644606982113,13.833483105659585
chem_n9,deck:sombor_red,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:randic,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:abc,14598,14329,False,529,0.036237840800109604,3,0.03731976897653602,13.833483105659585
chem_n9,deck:m1,14598,6220,False,11158,0.7643512809973969,48,1.8449449948807692,13.833483105659585
chem_n9,deck:m2,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:forgotten,14598,6539,False,10900,0.7466776270722016,48,1.738644606982113,13.833483105659585
chem_n9,deck:harmonic,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:ga,14598,14333,False,521,0.03568982052335937,3,0.03677174869978578,13.833483105659585
chem_n9,deck:sum_conn,14598,14334,False,519,0.035552815454171806,3,0.03663474363059822,13.833483105659585
chem_n9,deck:isi,14598,14334,False,519,0.035552815454171806,3,0.03663474363059822,13.833483105659585
chem_n9,deck:az,14598,14329,False,529,0.036237840800109604,3,0.03731976897653602,13.833483105659585
chem_n9,deck:adj_spec,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:lap_spec,14598,14598,True,0,0.0,1,0.0,13.833483105659585
chem_n9,deck:q_spec,14598,14598,True,0,0.0,1,0.0,13.833483105659585
