set,n_graphs,signature,target,target_desc,determined,H_target,I_signature_target,H_target_given_signature
chem_m4_n9,14592,deck:lap_spec,so,Sombor index SO(G),True,9.611338,9.611338,0.0
chem_m4_n9,14592,deck:lap_spec,dd,multiset {Delta_e},True,13.22393,13.22393,0.0
chem_m4_n9,14592,deck:lap_spec,taus,number of spanning trees,True,9.676542,9.676542,0.0
chem_m4_n9,14592,deck:lap_spec,tri,number of triangles,True,2.685662,2.685662,0.0
chem_m4_n9,14592,deck:lap_spec,wiener,Wiener index,True,5.43239,5.43239,0.0
chem_m4_n9,14592,deck:lap_spec,n,order n,True,0.788366,0.788366,0.0
chem_m4_n9,14592,deck:lap_spec,m,size m,True,2.965544,2.965544,0.0
chem_m4_n9,14592,deck:lap_spec,C,Sombor deletion correction C(G),True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:q_spec,ds,degree sequence of G,True,6.374577,6.374577,0.0
chem_m4_n9,14592,deck:q_spec,ds_sig,multiset of degree sequences of the cards,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:q_spec,et,multiset of edge degree-types of G,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:q_spec,so,Sombor index SO(G),True,9.611338,9.611338,0.0
chem_m4_n9,14592,deck:q_spec,dd,multiset {Delta_e},True,13.22393,13.22393,0.0
chem_m4_n9,14592,deck:q_spec,taus,number of spanning trees,True,9.676542,9.676542,0.0
chem_m4_n9,14592,deck:q_spec,tri,number of triangles,True,2.685662,2.685662,0.0
chem_m4_n9,14592,deck:q_spec,wiener,Wiener index,True,5.43239,5.43239,0.0
chem_m4_n9,14592,deck:q_spec,n,order n,True,0.788366,0.788366,0.0
chem_m4_n9,14592,deck:q_spec,m,size m,True,2.965544,2.965544,0.0
chem_m4_n9,14592,deck:q_spec,C,Sombor deletion correction C(G),True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:adj_charpoly,ds,degree sequence of G,True,6.374577,6.374577,0.0
chem_m4_n9,14592,deck:adj_charpoly,ds_sig,multiset of degree sequences of the cards,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:adj_charpoly,et,multiset of edge degree-types of G,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:adj_charpoly,so,Sombor index SO(G),True,9.611338,9.611338,0.0
chem_m4_n9,14592,deck:adj_charpoly,dd,multiset {Delta_e},True,13.22393,13.22393,0.0
chem_m4_n9,14592,deck:adj_charpoly,taus,number of spanning trees,True,9.676542,9.676542,0.0
chem_m4_n9,14592,deck:adj_charpoly,tri,number of triangles,True,2.685662,2.685662,0.0
chem_m4_n9,14592,deck:adj_charpoly,wiener,Wiener index,True,5.43239,5.43239,0.0
chem_m4_n9,14592,deck:adj_charpoly,n,order n,True,0.788366,0.788366,0.0
chem_m4_n9,14592,deck:adj_charpoly,m,size m,True,2.965544,2.965544,0.0
chem_m4_n9,14592,deck:adj_charpoly,C,Sombor deletion correction C(G),True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:lap_charpoly,ds,degree sequence of G,True,6.374577,6.374577,0.0
chem_m4_n9,14592,deck:lap_charpoly,ds_sig,multiset of degree sequences of the cards,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:lap_charpoly,et,multiset of edge degree-types of G,True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:lap_charpoly,so,Sombor index SO(G),True,9.611338,9.611338,0.0
chem_m4_n9,14592,deck:lap_charpoly,dd,multiset {Delta_e},True,13.22393,13.22393,0.0
chem_m4_n9,14592,deck:lap_charpoly,taus,number of spanning trees,True,9.676542,9.676542,0.0
chem_m4_n9,14592,deck:lap_charpoly,tri,number of triangles,True,2.685662,2.685662,0.0
chem_m4_n9,14592,deck:lap_charpoly,wiener,Wiener index,True,5.43239,5.43239,0.0
chem_m4_n9,14592,deck:lap_charpoly,n,order n,True,0.788366,0.788366,0.0
chem_m4_n9,14592,deck:lap_charpoly,m,size m,True,2.965544,2.965544,0.0
chem_m4_n9,14592,deck:lap_charpoly,C,Sombor deletion correction C(G),True,9.616145,9.616145,0.0
chem_m4_n9,14592,deck:energy,ds,degree sequence of G,True,6.374577,6.374577,0.0
chem_m4_n9,14592,deck:energy,ds_sig,multiset of degree sequences of the cards,True,9.616145,9.616145,0.0
